decade,x_center,y_center,attempts,makes,points,fg_pct,pps
1990s,-250,-50,0,0,0,,
1990s,-230,-50,15,11,33,0.7333,2.2000
1990s,-210,-50,11,8,16,0.7273,1.4545
1990s,-190,-50,17,9,18,0.5294,1.0588
1990s,-170,-50,6,6,12,1.0000,2.0000
1990s,-150,-50,20,16,32,0.8000,1.6000
1990s,-130,-50,3,1,2,0.3333,0.6667
1990s,-110,-50,7,4,8,0.5714,1.1429
1990s,-90,-50,1,1,2,1.0000,2.0000
1990s,-70,-50,3,3,6,1.0000,2.0000
1990s,-50,-50,2,0,0,0.0000,0.0000
1990s,-30,-50,0,0,0,,
1990s,-10,-50,1,0,0,0.0000,0.0000
1990s,10,-50,2,0,0,0.0000,0.0000
1990s,30,-50,1,0,0,0.0000,0.0000
1990s,50,-50,0,0,0,,
1990s,70,-50,3,2,4,0.6667,1.3333
1990s,90,-50,9,6,12,0.6667,1.3333
1990s,110,-50,11,7,14,0.6364,1.2727
1990s,130,-50,8,3,6,0.3750,0.7500
1990s,150,-50,9,7,14,0.7778,1.5556
1990s,170,-50,9,5,10,0.5556,1.1111
1990s,190,-50,11,9,18,0.8182,1.6364
1990s,210,-50,15,15,30,1.0000,2.0000
1990s,230,-50,9,6,18,0.6667,2.0000
1990s,250,-50,0,0,0,,
1990s,-250,-30,45,16,48,0.3556,1.0667
1990s,-230,-30,465,186,558,0.4000,1.2000
1990s,-210,-30,145,77,156,0.5310,1.0759
1990s,-190,-30,481,231,462,0.4802,0.9605
1990s,-170,-30,524,241,482,0.4599,0.9198
1990s,-150,-30,531,238,476,0.4482,0.8964
1990s,-130,-30,394,182,364,0.4619,0.9239
1990s,-110,-30,375,182,364,0.4853,0.9707
1990s,-90,-30,222,90,180,0.4054,0.8108
1990s,-70,-30,116,52,104,0.4483,0.8966
1990s,-50,-30,25,4,8,0.1600,0.3200
1990s,-30,-30,9,4,8,0.4444,0.8889
1990s,-10,-30,0,0,0,,
1990s,10,-30,6,4,8,0.6667,1.3333
1990s,30,-30,5,2,4,0.4000,0.8000
1990s,50,-30,13,6,12,0.4615,0.9231
1990s,70,-30,53,26,52,0.4906,0.9811
1990s,90,-30,94,48,96,0.5106,1.0213
1990s,110,-30,172,85,170,0.4942,0.9884
1990s,130,-30,260,132,264,0.5077,1.0154
1990s,150,-30,322,163,326,0.5062,1.0124
1990s,170,-30,399,177,354,0.4436,0.8872
1990s,190,-30,378,192,384,0.5079,1.0159
1990s,210,-30,120,64,128,0.5333,1.0667
1990s,230,-30,391,178,534,0.4552,1.3657
1990s,250,-30,34,16,48,0.4706,1.4118
1990s,-250,-10,136,49,147,0.3603,1.0809
1990s,-230,-10,1832,732,2193,0.3996,1.1971
1990s,-210,-10,503,226,469,0.4493,0.9324
1990s,-190,-10,1443,593,1187,0.4109,0.8226
1990s,-170,-10,2402,1010,2020,0.4205,0.8410
1990s,-150,-10,2649,981,1962,0.3703,0.7407
1990s,-130,-10,2111,829,1658,0.3927,0.7854
1990s,-110,-10,2132,829,1658,0.3888,0.7777
1990s,-90,-10,1442,583,1166,0.4043,0.8086
1990s,-70,-10,750,296,592,0.3947,0.7893
1990s,-50,-10,408,122,244,0.2990,0.5980
1990s,-30,-10,312,110,220,0.3526,0.7051
1990s,-10,-10,1753,1181,2362,0.6737,1.3474
1990s,10,-10,1543,1143,2286,0.7408,1.4815
1990s,30,-10,295,107,214,0.3627,0.7254
1990s,50,-10,286,91,182,0.3182,0.6364
1990s,70,-10,658,250,500,0.3799,0.7599
1990s,90,-10,886,344,688,0.3883,0.7765
1990s,110,-10,1269,471,942,0.3712,0.7423
1990s,130,-10,1553,603,1206,0.3883,0.7766
1990s,150,-10,2009,761,1522,0.3788,0.7576
1990s,170,-10,2015,770,1540,0.3821,0.7643
1990s,190,-10,1158,473,946,0.4085,0.8169
1990s,210,-10,372,166,332,0.4462,0.8925
1990s,230,-10,1772,663,1988,0.3742,1.1219
1990s,250,-10,127,52,155,0.4094,1.2205
1990s,-250,10,123,36,108,0.2927,0.8780
1990s,-230,10,1771,704,2112,0.3975,1.1925
1990s,-210,10,463,197,415,0.4255,0.8963
1990s,-190,10,1526,666,1332,0.4364,0.8729
1990s,-170,10,2555,1043,2086,0.4082,0.8164
1990s,-150,10,3417,1344,2688,0.3933,0.7867
1990s,-130,10,2637,986,1972,0.3739,0.7478
1990s,-110,10,2619,971,1942,0.3708,0.7415
1990s,-90,10,2310,842,1684,0.3645,0.7290
1990s,-70,10,1985,729,1458,0.3673,0.7345
1990s,-50,10,1739,555,1110,0.3191,0.6383
1990s,-30,10,2550,923,1846,0.3620,0.7239
1990s,-10,10,4738,2941,5882,0.6207,1.2415
1990s,10,10,148667,87614,175263,0.5893,1.1789
1990s,30,10,2116,816,1632,0.3856,0.7713
1990s,50,10,1886,645,1290,0.3420,0.6840
1990s,70,10,2276,844,1688,0.3708,0.7417
1990s,90,10,2242,838,1676,0.3738,0.7475
1990s,110,10,2292,816,1632,0.3560,0.7120
1990s,130,10,2470,919,1838,0.3721,0.7441
1990s,150,10,3173,1223,2446,0.3854,0.7709
1990s,170,10,2485,973,1946,0.3915,0.7831
1990s,190,10,1171,500,1000,0.4270,0.8540
1990s,210,10,393,188,378,0.4784,0.9618
1990s,230,10,1836,680,2039,0.3704,1.1106
1990s,250,10,109,37,111,0.3394,1.0183
1990s,-250,30,56,15,45,0.2679,0.8036
1990s,-230,30,1053,409,1227,0.3884,1.1652
1990s,-210,30,269,112,236,0.4164,0.8773
1990s,-190,30,732,289,578,0.3948,0.7896
1990s,-170,30,1375,497,994,0.3615,0.7229
1990s,-150,30,1725,619,1238,0.3588,0.7177
1990s,-130,30,1383,468,936,0.3384,0.6768
1990s,-110,30,1425,473,946,0.3319,0.6639
1990s,-90,30,1603,571,1142,0.3562,0.7124
1990s,-70,30,1791,683,1366,0.3814,0.7627
1990s,-50,30,2035,717,1434,0.3523,0.7047
1990s,-30,30,2506,856,1712,0.3416,0.6832
1990s,-10,30,2811,1169,2338,0.4159,0.8317
1990s,10,30,2938,1186,2372,0.4037,0.8074
1990s,30,30,1994,682,1364,0.3420,0.6841
1990s,50,30,2011,703,1406,0.3496,0.6992
1990s,70,30,1734,642,1284,0.3702,0.7405
1990s,90,30,1355,512,1024,0.3779,0.7557
1990s,110,30,1339,472,944,0.3525,0.7050
1990s,130,30,1441,501,1002,0.3477,0.6954
1990s,150,30,1572,582,1164,0.3702,0.7405
1990s,170,30,1367,515,1030,0.3767,0.7535
1990s,190,30,662,268,536,0.4048,0.8097
1990s,210,30,216,85,172,0.3935,0.7963
1990s,230,30,1113,430,1290,0.3863,1.1590
1990s,250,30,44,18,54,0.4091,1.2273
1990s,-250,50,45,8,24,0.1778,0.5333
1990s,-230,50,1047,388,1163,0.3706,1.1108
1990s,-210,50,233,100,216,0.4292,0.9270
1990s,-190,50,673,246,492,0.3655,0.7311
1990s,-170,50,1148,409,818,0.3563,0.7125
1990s,-150,50,1511,557,1114,0.3686,0.7373
1990s,-130,50,1216,442,884,0.3635,0.7270
1990s,-110,50,1276,428,856,0.3354,0.6708
1990s,-90,50,1334,490,980,0.3673,0.7346
1990s,-70,50,1585,603,1206,0.3804,0.7609
1990s,-50,50,1879,694,1388,0.3693,0.7387
1990s,-30,50,2463,935,1870,0.3796,0.7592
1990s,-10,50,4517,2047,4094,0.4532,0.9064
1990s,10,50,4394,1858,3716,0.4228,0.8457
1990s,30,50,1792,701,1402,0.3912,0.7824
1990s,50,50,1748,626,1252,0.3581,0.7162
1990s,70,50,1283,476,952,0.3710,0.7420
1990s,90,50,1050,378,756,0.3600,0.7200
1990s,110,50,1202,401,802,0.3336,0.6672
1990s,130,50,1231,425,850,0.3452,0.6905
1990s,150,50,1377,549,1098,0.3987,0.7974
1990s,170,50,1063,388,776,0.3650,0.7300
1990s,190,50,550,232,464,0.4218,0.8436
1990s,210,50,272,113,265,0.4154,0.9743
1990s,230,50,1033,384,1152,0.3717,1.1152
1990s,250,50,28,6,18,0.2143,0.6429
1990s,-250,70,24,5,15,0.2083,0.6250
1990s,-230,70,872,314,942,0.3601,1.0803
1990s,-210,70,358,156,387,0.4358,1.0810
1990s,-190,70,594,264,528,0.4444,0.8889
1990s,-170,70,1091,464,928,0.4253,0.8506
1990s,-150,70,1355,494,988,0.3646,0.7292
1990s,-130,70,1086,393,786,0.3619,0.7238
1990s,-110,70,860,290,580,0.3372,0.6744
1990s,-90,70,772,283,566,0.3666,0.7332
1990s,-70,70,769,286,572,0.3719,0.7438
1990s,-50,70,1083,376,752,0.3472,0.6944
1990s,-30,70,1201,464,928,0.3863,0.7727
1990s,-10,70,2649,1205,2410,0.4549,0.9098
1990s,10,70,2640,1095,2190,0.4148,0.8295
1990s,30,70,976,349,698,0.3576,0.7152
1990s,50,70,1067,402,804,0.3768,0.7535
1990s,70,70,744,252,504,0.3387,0.6774
1990s,90,70,643,223,446,0.3468,0.6936
1990s,110,70,840,286,572,0.3405,0.6810
1990s,130,70,1077,387,774,0.3593,0.7187
1990s,150,70,1229,495,990,0.4028,0.8055
1990s,170,70,954,387,774,0.4057,0.8113
1990s,190,70,455,192,384,0.4220,0.8440
1990s,210,70,480,195,525,0.4062,1.0938
1990s,230,70,644,255,764,0.3960,1.1863
1990s,250,70,16,7,21,0.4375,1.3125
1990s,-250,90,7,2,6,0.2857,0.8571
1990s,-230,90,570,209,627,0.3667,1.1000
1990s,-210,90,718,295,839,0.4109,1.1685
1990s,-190,90,472,190,380,0.4025,0.8051
1990s,-170,90,928,403,806,0.4343,0.8685
1990s,-150,90,1451,558,1116,0.3846,0.7691
1990s,-130,90,968,355,710,0.3667,0.7335
1990s,-110,90,835,316,632,0.3784,0.7569
1990s,-90,90,536,207,414,0.3862,0.7724
1990s,-70,90,484,171,342,0.3533,0.7066
1990s,-50,90,576,222,444,0.3854,0.7708
1990s,-30,90,550,192,384,0.3491,0.6982
1990s,-10,90,1212,564,1128,0.4653,0.9307
1990s,10,90,1283,536,1072,0.4178,0.8355
1990s,30,90,483,201,402,0.4161,0.8323
1990s,50,90,568,201,402,0.3539,0.7077
1990s,70,90,536,209,418,0.3899,0.7799
1990s,90,90,510,198,397,0.3882,0.7784
1990s,110,90,767,275,550,0.3585,0.7171
1990s,130,90,1089,422,844,0.3875,0.7750
1990s,150,90,1220,468,936,0.3836,0.7672
1990s,170,90,878,351,703,0.3998,0.8007
1990s,190,90,313,134,271,0.4281,0.8658
1990s,210,90,788,312,913,0.3959,1.1586
1990s,230,90,551,221,663,0.4011,1.2033
1990s,250,90,10,3,9,0.3000,0.9000
1990s,-250,110,5,3,9,0.6000,1.8000
1990s,-230,110,532,190,570,0.3571,1.0714
1990s,-210,110,1152,399,1177,0.3464,1.0217
1990s,-190,110,519,223,524,0.4297,1.0096
1990s,-170,110,771,315,630,0.4086,0.8171
1990s,-150,110,1316,548,1096,0.4164,0.8328
1990s,-130,110,1182,452,904,0.3824,0.7648
1990s,-110,110,929,366,732,0.3940,0.7879
1990s,-90,110,657,234,468,0.3562,0.7123
1990s,-70,110,525,219,438,0.4171,0.8343
1990s,-50,110,406,152,304,0.3744,0.7488
1990s,-30,110,376,152,304,0.4043,0.8085
1990s,-10,110,805,354,708,0.4398,0.8795
1990s,10,110,921,390,780,0.4235,0.8469
1990s,30,110,332,133,266,0.4006,0.8012
1990s,50,110,505,187,374,0.3703,0.7406
1990s,70,110,590,259,518,0.4390,0.8780
1990s,90,110,653,259,518,0.3966,0.7933
1990s,110,110,1005,391,782,0.3891,0.7781
1990s,130,110,1332,541,1082,0.4062,0.8123
1990s,150,110,1424,604,1208,0.4242,0.8483
1990s,170,110,682,275,550,0.4032,0.8065
1990s,190,110,488,201,508,0.4119,1.0410
1990s,210,110,1190,428,1274,0.3597,1.0706
1990s,230,110,557,197,591,0.3537,1.0610
1990s,250,110,7,3,9,0.4286,1.2857
1990s,-250,130,2,1,3,0.5000,1.5000
1990s,-230,130,260,78,234,0.3000,0.9000
1990s,-210,130,1409,446,1338,0.3165,0.9496
1990s,-190,130,997,415,1203,0.4162,1.2066
1990s,-170,130,504,233,480,0.4623,0.9524
1990s,-150,130,980,400,800,0.4082,0.8163
1990s,-130,130,1086,415,830,0.3821,0.7643
1990s,-110,130,1213,507,1014,0.4180,0.8359
1990s,-90,130,1024,445,890,0.4346,0.8691
1990s,-70,130,597,269,538,0.4506,0.9012
1990s,-50,130,373,153,306,0.4102,0.8204
1990s,-30,130,297,121,242,0.4074,0.8148
1990s,-10,130,792,373,746,0.4710,0.9419
1990s,10,130,836,358,716,0.4282,0.8565
1990s,30,130,300,107,214,0.3567,0.7133
1990s,50,130,459,196,392,0.4270,0.8540
1990s,70,130,779,308,616,0.3954,0.7908
1990s,90,130,958,368,736,0.3841,0.7683
1990s,110,130,1270,506,1012,0.3984,0.7969
1990s,130,130,1347,530,1060,0.3935,0.7869
1990s,150,130,972,415,830,0.4270,0.8539
1990s,170,130,471,226,480,0.4798,1.0191
1990s,190,130,897,337,982,0.3757,1.0948
1990s,210,130,1294,464,1392,0.3586,1.0757
1990s,230,130,225,87,261,0.3867,1.1600
1990s,250,130,0,0,0,,
1990s,-250,150,1,0,0,0.0000,0.0000
1990s,-230,150,95,29,87,0.3053,0.9158
1990s,-210,150,1152,362,1086,0.3142,0.9427
1990s,-190,150,1778,644,1928,0.3622,1.0844
1990s,-170,150,870,365,988,0.4195,1.1356
1990s,-150,150,701,298,602,0.4251,0.8588
1990s,-130,150,966,407,814,0.4213,0.8427
1990s,-110,150,1273,503,1006,0.3951,0.7903
1990s,-90,150,1422,560,1120,0.3938,0.7876
1990s,-70,150,859,360,720,0.4191,0.8382
1990s,-50,150,582,257,514,0.4416,0.8832
1990s,-30,150,586,245,490,0.4181,0.8362
1990s,-10,150,1285,582,1164,0.4529,0.9058
1990s,10,150,1339,584,1168,0.4361,0.8723
1990s,30,150,474,175,350,0.3692,0.7384
1990s,50,150,549,189,378,0.3443,0.6885
1990s,70,150,1122,446,892,0.3975,0.7950
1990s,90,150,1232,521,1042,0.4229,0.8458
1990s,110,150,1365,548,1096,0.4015,0.8029
1990s,130,150,1121,454,908,0.4050,0.8100
1990s,150,150,708,320,655,0.4520,0.9251
1990s,170,150,994,378,1063,0.3803,1.0694
1990s,190,150,1504,519,1556,0.3451,1.0346
1990s,210,150,876,301,903,0.3436,1.0308
1990s,230,150,52,16,48,0.3077,0.9231
1990s,250,150,1,1,3,1.0000,3.0000
1990s,-250,170,0,0,0,,
1990s,-230,170,11,2,6,0.1818,0.5455
1990s,-210,170,418,121,363,0.2895,0.8684
1990s,-190,170,1717,561,1682,0.3267,0.9796
1990s,-170,170,2019,763,2281,0.3779,1.1298
1990s,-150,170,1121,458,1248,0.4086,1.1133
1990s,-130,170,587,253,535,0.4310,0.9114
1990s,-110,170,888,387,774,0.4358,0.8716
1990s,-90,170,946,374,748,0.3953,0.7907
1990s,-70,170,796,325,650,0.4083,0.8166
1990s,-50,170,620,228,456,0.3677,0.7355
1990s,-30,170,567,221,442,0.3898,0.7795
1990s,-10,170,1025,444,888,0.4332,0.8663
1990s,10,170,1025,417,834,0.4068,0.8137
1990s,30,170,502,176,352,0.3506,0.7012
1990s,50,170,706,239,478,0.3385,0.6771
1990s,70,170,919,378,756,0.4113,0.8226
1990s,90,170,914,330,660,0.3611,0.7221
1990s,110,170,1076,478,956,0.4442,0.8885
1990s,130,170,702,300,633,0.4274,0.9017
1990s,150,170,1276,494,1383,0.3871,1.0839
1990s,170,170,2007,712,2131,0.3548,1.0618
1990s,190,170,1437,496,1488,0.3452,1.0355
1990s,210,170,273,81,243,0.2967,0.8901
1990s,230,170,13,3,9,0.2308,0.6923
1990s,250,170,0,0,0,,
1990s,-250,190,0,0,0,,
1990s,-230,190,1,1,3,1.0000,3.0000
1990s,-210,190,70,15,45,0.2143,0.6429
1990s,-190,190,428,126,378,0.2944,0.8832
1990s,-170,190,1626,566,1695,0.3481,1.0424
1990s,-150,190,1844,686,2046,0.3720,1.1095
1990s,-130,190,1021,418,1193,0.4094,1.1685
1990s,-110,190,546,230,556,0.4212,1.0183
1990s,-90,190,440,191,384,0.4341,0.8727
1990s,-70,190,454,196,392,0.4317,0.8634
1990s,-50,190,501,190,380,0.3792,0.7585
1990s,-30,190,575,234,468,0.4070,0.8139
1990s,-10,190,1118,499,998,0.4463,0.8927
1990s,10,190,1248,521,1042,0.4175,0.8349
1990s,30,190,537,186,372,0.3464,0.6927
1990s,50,190,586,218,436,0.3720,0.7440
1990s,70,190,572,226,452,0.3951,0.7902
1990s,90,190,444,165,332,0.3716,0.7477
1990s,110,190,646,249,597,0.3854,0.9241
1990s,130,190,1181,406,1176,0.3438,0.9958
1990s,150,190,1813,659,1972,0.3635,1.0877
1990s,170,190,1411,502,1506,0.3558,1.0673
1990s,190,190,328,114,342,0.3476,1.0427
1990s,210,190,61,15,45,0.2459,0.7377
1990s,230,190,2,1,3,0.5000,1.5000
1990s,250,190,0,0,0,,
1990s,-250,210,0,0,0,,
1990s,-230,210,1,0,0,0.0000,0.0000
1990s,-210,210,17,1,3,0.0588,0.1765
1990s,-190,210,105,33,99,0.3143,0.9429
1990s,-170,210,456,145,435,0.3180,0.9539
1990s,-150,210,1399,459,1377,0.3281,0.9843
1990s,-130,210,1411,484,1452,0.3430,1.0291
1990s,-110,210,1149,425,1261,0.3699,1.0975
1990s,-90,210,650,230,644,0.3538,0.9908
1990s,-70,210,360,133,341,0.3694,0.9472
1990s,-50,210,269,93,199,0.3457,0.7398
1990s,-30,210,312,115,232,0.3686,0.7436
1990s,-10,210,787,353,708,0.4485,0.8996
1990s,10,210,889,372,747,0.4184,0.8403
1990s,30,210,294,117,235,0.3980,0.7993
1990s,50,210,344,127,272,0.3692,0.7907
1990s,70,210,514,184,469,0.3580,0.9125
1990s,90,210,806,286,802,0.3548,0.9950
1990s,110,210,1317,460,1372,0.3493,1.0418
1990s,130,210,1776,665,1993,0.3744,1.1222
1990s,150,210,1189,431,1293,0.3625,1.0875
1990s,170,210,392,131,393,0.3342,1.0026
1990s,190,210,79,24,72,0.3038,0.9114
1990s,210,210,14,1,3,0.0714,0.2143
1990s,230,210,3,1,3,0.3333,1.0000
1990s,250,210,0,0,0,,
1990s,-250,230,0,0,0,,
1990s,-230,230,1,0,0,0.0000,0.0000
1990s,-210,230,8,2,6,0.2500,0.7500
1990s,-190,230,25,4,12,0.1600,0.4800
1990s,-170,230,88,19,57,0.2159,0.6477
1990s,-150,230,274,96,288,0.3504,1.0511
1990s,-130,230,514,178,534,0.3463,1.0389
1990s,-110,230,982,346,1037,0.3523,1.0560
1990s,-90,230,1005,358,1074,0.3562,1.0687
1990s,-70,230,769,276,823,0.3589,1.0702
1990s,-50,230,611,247,729,0.4043,1.1931
1990s,-30,230,593,221,638,0.3727,1.0759
1990s,-10,230,1098,484,1391,0.4408,1.2668
1990s,10,230,1191,470,1324,0.3946,1.1117
1990s,30,230,556,181,521,0.3255,0.9371
1990s,50,230,734,270,789,0.3678,1.0749
1990s,70,230,968,335,1002,0.3461,1.0351
1990s,90,230,1133,411,1232,0.3628,1.0874
1990s,110,230,1213,430,1290,0.3545,1.0635
1990s,130,230,601,194,581,0.3228,0.9667
1990s,150,230,174,53,159,0.3046,0.9138
1990s,170,230,76,13,39,0.1711,0.5132
1990s,190,230,22,4,12,0.1818,0.5455
1990s,210,230,7,0,0,0.0000,0.0000
1990s,230,230,1,1,3,1.0000,3.0000
1990s,250,230,0,0,0,,
1990s,-250,250,0,0,0,,
1990s,-230,250,0,0,0,,
1990s,-210,250,4,0,0,0.0000,0.0000
1990s,-190,250,18,5,15,0.2778,0.8333
1990s,-170,250,20,4,12,0.2000,0.6000
1990s,-150,250,46,6,18,0.1304,0.3913
1990s,-130,250,76,26,78,0.3421,1.0263
1990s,-110,250,171,50,150,0.2924,0.8772
1990s,-90,250,328,117,351,0.3567,1.0701
1990s,-70,250,434,139,417,0.3203,0.9608
1990s,-50,250,551,179,537,0.3249,0.9746
1990s,-30,250,775,251,753,0.3239,0.9716
1990s,-10,250,1560,603,1809,0.3865,1.1596
1990s,10,250,1772,642,1925,0.3623,1.0863
1990s,30,250,727,233,699,0.3205,0.9615
1990s,50,250,624,196,588,0.3141,0.9423
1990s,70,250,470,143,429,0.3043,0.9128
1990s,90,250,301,98,294,0.3256,0.9767
1990s,110,250,198,63,189,0.3182,0.9545
1990s,130,250,68,21,63,0.3088,0.9265
1990s,150,250,24,4,12,0.1667,0.5000
1990s,170,250,20,7,21,0.3500,1.0500
1990s,190,250,9,3,9,0.3333,1.0000
1990s,210,250,4,2,6,0.5000,1.5000
1990s,230,250,0,0,0,,
1990s,250,250,1,1,3,1.0000,3.0000
1990s,-250,270,0,0,0,,
1990s,-230,270,0,0,0,,
1990s,-210,270,3,1,3,0.3333,1.0000
1990s,-190,270,8,0,0,0.0000,0.0000
1990s,-170,270,10,2,6,0.2000,0.6000
1990s,-150,270,12,1,3,0.0833,0.2500
1990s,-130,270,14,2,6,0.1429,0.4286
1990s,-110,270,25,3,9,0.1200,0.3600
1990s,-90,270,36,15,45,0.4167,1.2500
1990s,-70,270,51,14,42,0.2745,0.8235
1990s,-50,270,89,25,75,0.2809,0.8427
1990s,-30,270,168,43,129,0.2560,0.7679
1990s,-10,270,350,121,363,0.3457,1.0371
1990s,10,270,364,123,369,0.3379,1.0137
1990s,30,270,153,38,114,0.2484,0.7451
1990s,50,270,108,33,99,0.3056,0.9167
1990s,70,270,47,13,39,0.2766,0.8298
1990s,90,270,33,10,30,0.3030,0.9091
1990s,110,270,20,7,21,0.3500,1.0500
1990s,130,270,12,3,9,0.2500,0.7500
1990s,150,270,18,4,12,0.2222,0.6667
1990s,170,270,12,1,3,0.0833,0.2500
1990s,190,270,9,1,3,0.1111,0.3333
1990s,210,270,4,0,0,0.0000,0.0000
1990s,230,270,0,0,0,,
1990s,250,270,0,0,0,,
1990s,-250,290,0,0,0,,
1990s,-230,290,0,0,0,,
1990s,-210,290,0,0,0,,
1990s,-190,290,9,1,3,0.1111,0.3333
1990s,-170,290,7,0,0,0.0000,0.0000
1990s,-150,290,10,2,6,0.2000,0.6000
1990s,-130,290,3,0,0,0.0000,0.0000
1990s,-110,290,13,0,0,0.0000,0.0000
1990s,-90,290,12,2,6,0.1667,0.5000
1990s,-70,290,13,1,3,0.0769,0.2308
1990s,-50,290,20,5,15,0.2500,0.7500
1990s,-30,290,27,6,18,0.2222,0.6667
1990s,-10,290,49,12,36,0.2449,0.7347
1990s,10,290,60,21,63,0.3500,1.0500
1990s,30,290,18,4,12,0.2222,0.6667
1990s,50,290,26,5,15,0.1923,0.5769
1990s,70,290,17,4,12,0.2353,0.7059
1990s,90,290,14,3,9,0.2143,0.6429
1990s,110,290,13,2,6,0.1538,0.4615
1990s,130,290,11,2,6,0.1818,0.5455
1990s,150,290,15,0,0,0.0000,0.0000
1990s,170,290,7,2,6,0.2857,0.8571
1990s,190,290,9,1,3,0.1111,0.3333
1990s,210,290,2,1,3,0.5000,1.5000
1990s,230,290,1,0,0,0.0000,0.0000
1990s,250,290,0,0,0,,
1990s,-250,310,0,0,0,,
1990s,-230,310,0,0,0,,
1990s,-210,310,4,0,0,0.0000,0.0000
1990s,-190,310,9,0,0,0.0000,0.0000
1990s,-170,310,8,1,3,0.1250,0.3750
1990s,-150,310,14,2,6,0.1429,0.4286
1990s,-130,310,8,0,0,0.0000,0.0000
1990s,-110,310,7,0,0,0.0000,0.0000
1990s,-90,310,3,1,3,0.3333,1.0000
1990s,-70,310,5,0,0,0.0000,0.0000
1990s,-50,310,3,1,3,0.3333,1.0000
1990s,-30,310,5,0,0,0.0000,0.0000
1990s,-10,310,20,1,3,0.0500,0.1500
1990s,10,310,28,2,6,0.0714,0.2143
1990s,30,310,8,1,3,0.1250,0.3750
1990s,50,310,5,1,3,0.2000,0.6000
1990s,70,310,8,2,6,0.2500,0.7500
1990s,90,310,5,1,3,0.2000,0.6000
1990s,110,310,5,0,0,0.0000,0.0000
1990s,130,310,8,1,3,0.1250,0.3750
1990s,150,310,6,1,3,0.1667,0.5000
1990s,170,310,11,3,9,0.2727,0.8182
1990s,190,310,9,0,0,0.0000,0.0000
1990s,210,310,4,0,0,0.0000,0.0000
1990s,230,310,2,0,0,0.0000,0.0000
1990s,250,310,0,0,0,,
1990s,-250,330,0,0,0,,
1990s,-230,330,0,0,0,,
1990s,-210,330,2,0,0,0.0000,0.0000
1990s,-190,330,6,0,0,0.0000,0.0000
1990s,-170,330,6,1,3,0.1667,0.5000
1990s,-150,330,5,0,0,0.0000,0.0000
1990s,-130,330,10,2,6,0.2000,0.6000
1990s,-110,330,2,0,0,0.0000,0.0000
1990s,-90,330,4,0,0,0.0000,0.0000
1990s,-70,330,3,0,0,0.0000,0.0000
1990s,-50,330,3,0,0,0.0000,0.0000
1990s,-30,330,5,0,0,0.0000,0.0000
1990s,-10,330,11,2,6,0.1818,0.5455
1990s,10,330,12,3,9,0.2500,0.7500
1990s,30,330,1,0,0,0.0000,0.0000
1990s,50,330,4,1,3,0.2500,0.7500
1990s,70,330,7,0,0,0.0000,0.0000
1990s,90,330,1,0,0,0.0000,0.0000
1990s,110,330,3,0,0,0.0000,0.0000
1990s,130,330,6,0,0,0.0000,0.0000
1990s,150,330,8,0,0,0.0000,0.0000
1990s,170,330,6,0,0,0.0000,0.0000
1990s,190,330,5,2,6,0.4000,1.2000
1990s,210,330,1,0,0,0.0000,0.0000
1990s,230,330,1,1,3,1.0000,3.0000
1990s,250,330,0,0,0,,
1990s,-250,350,0,0,0,,
1990s,-230,350,0,0,0,,
1990s,-210,350,4,0,0,0.0000,0.0000
1990s,-190,350,8,0,0,0.0000,0.0000
1990s,-170,350,6,0,0,0.0000,0.0000
1990s,-150,350,4,1,3,0.2500,0.7500
1990s,-130,350,5,0,0,0.0000,0.0000
1990s,-110,350,1,0,0,0.0000,0.0000
1990s,-90,350,5,0,0,0.0000,0.0000
1990s,-70,350,2,0,0,0.0000,0.0000
1990s,-50,350,3,0,0,0.0000,0.0000
1990s,-30,350,2,0,0,0.0000,0.0000
1990s,-10,350,13,1,3,0.0769,0.2308
1990s,10,350,6,1,3,0.1667,0.5000
1990s,30,350,5,0,0,0.0000,0.0000
1990s,50,350,2,0,0,0.0000,0.0000
1990s,70,350,4,0,0,0.0000,0.0000
1990s,90,350,3,0,0,0.0000,0.0000
1990s,110,350,5,1,3,0.2000,0.6000
1990s,130,350,4,0,0,0.0000,0.0000
1990s,150,350,9,0,0,0.0000,0.0000
1990s,170,350,7,1,3,0.1429,0.4286
1990s,190,350,9,1,3,0.1111,0.3333
1990s,210,350,6,1,3,0.1667,0.5000
1990s,230,350,0,0,0,,
1990s,250,350,0,0,0,,
1990s,-250,370,0,0,0,,
1990s,-230,370,2,0,0,0.0000,0.0000
1990s,-210,370,8,0,0,0.0000,0.0000
1990s,-190,370,19,1,3,0.0526,0.1579
1990s,-170,370,10,0,0,0.0000,0.0000
1990s,-150,370,13,0,0,0.0000,0.0000
1990s,-130,370,12,0,0,0.0000,0.0000
1990s,-110,370,3,0,0,0.0000,0.0000
1990s,-90,370,4,0,0,0.0000,0.0000
1990s,-70,370,5,1,3,0.2000,0.6000
1990s,-50,370,1,0,0,0.0000,0.0000
1990s,-30,370,3,0,0,0.0000,0.0000
1990s,-10,370,10,1,3,0.1000,0.3000
1990s,10,370,12,1,3,0.0833,0.2500
1990s,30,370,3,0,0,0.0000,0.0000
1990s,50,370,7,0,0,0.0000,0.0000
1990s,70,370,3,0,0,0.0000,0.0000
1990s,90,370,10,1,3,0.1000,0.3000
1990s,110,370,4,0,0,0.0000,0.0000
1990s,130,370,7,1,3,0.1429,0.4286
1990s,150,370,14,1,3,0.0714,0.2143
